item_number,name,description,brand,unit,cost_price,list_price,sale_price,product_status,barcode,metadata_json
ASGD1BR,Snap-on Instinct® 凹型尖端飾板拆卸工具 軟柄 紅,Snap-on Instinct® 凹型尖端飾板拆卸工具 軟柄 紅,Unknown,件,0,0,0,active,ASGD1BR,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AT1300B,"Blue-Point 1"" 超大扭力氣動扳手","Blue-Point 1"" 超大扭力氣動扳手",Unknown,件,0,84250,0,active,AT1300B,"{'category': '美國藍點 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT144800,Snap-on 五件式噴嘴套裝,Snap-on 五件式噴嘴套裝,Unknown,套組,0,0,0,active,AT144800,"{'category': 'Snap-on 工具套組', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT2610,美國藍點 Blue-Point® 迷你型直式氣動扳手,美國藍點 Blue-Point® 迷你型直式氣動扳手,Unknown,個,0,0,0,active,AT2610,"{'category': '美國藍點 氣動工具', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
AT3000,"Blue-Point 3/8"" 氣動鑽頭","Blue-Point 3/8"" 氣動鑽頭",Unknown,支,0,11000,0,active,AT3000,"{'category': '美國藍點 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT4101,"Snap-on 4"" 風槍 紅","Snap-on 4"" 風槍 紅",Unknown,支,0,1900,0,active,AT4101,"{'category': 'Snap-on 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT4101DT,"Snap-on 4"" 風槍 深鈦色","Snap-on 4"" 風槍 深鈦色",Unknown,支,0,1900,0,active,AT4101DT,"{'category': 'Snap-on 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT4101P,"Snap-on 4"" 風槍 粉紅","Snap-on 4"" 風槍 粉紅",Unknown,支,0,1950,0,active,AT4101P,"{'category': 'Snap-on 氣動工具', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
AT4190,Snap-on 高風量文丘里噴嘴吹氣槍,Snap-on 高風量文丘里噴嘴吹氣槍,Unknown,支,0,4350,0,active,AT4190,"{'category': 'Snap-on 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT5500C,"Blue Point 1/2"" 四分 氣動衝擊扳手","Blue Point 1/2"" 四分 氣動衝擊扳手",Unknown,件,0,7110,0,active,AT5500C,"{'category': '美國藍點 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT705B,"美國藍點 1/2"" 直角氣動扳手","美國藍點 1/2"" 直角氣動扳手",Unknown,支,0,14200,0,active,AT705B,"{'category': '美國藍點 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AT801MCA,"1/4"" 微型鑽頭 (Blue-Point®)","1/4"" 微型鑽頭 (Blue-Point®)",Unknown,支,0,12200,0,active,AT801MCA,"{'category': '美國藍點 氣動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH1FQS240,"Snap-on 1/4"" 二分快拆電子式扭力扳手 (12–240 in-lb)","Snap-on 1/4"" 二分快拆電子式扭力扳手 (12–240 in-lb)",Unknown,支,14318,25350,0,active,ATECH1FQS240,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH1FS100,"Snap-on 1/4"" 二分電子式扭力扳手(活動頭) (4–100 in-lb","Snap-on 1/4"" 二分電子式扭力扳手(活動頭) (4–100 in-lb",Unknown,件,14318,30750,0,active,,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
ATECH1FS240N,"Snap-on 1/4"" TechAngle® 微型扭力扳手 活動頭(12–24","Snap-on 1/4"" TechAngle® 微型扭力扳手 活動頭(12–24",Unknown,支,0,24800,0,active,ATECH1FS240N,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH1FS300,"Snap-on 1/4"" 二分 微型電子扭力扳手(15–300 in-lb) 紅","Snap-on 1/4"" 二分 微型電子扭力扳手(15–300 in-lb) 紅",Unknown,支,0,31050,0,active,ATECH1FS300,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 4, 'supplier': ''}"
ATECH1FS300FDT,"Snap-on 1/4""電子扭力扳手 活動頭(15–300 in-lb)","Snap-on 1/4""電子扭力扳手 活動頭(15–300 in-lb)",Unknown,套組,0,32350,0,active,ATECH1FS300FDT,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH1FS300V,"Snap-on 1/4"" 二分微型電子扭力扳手(15–300 in-lb) 黑紅","Snap-on 1/4"" 二分微型電子扭力扳手(15–300 in-lb) 黑紅",Unknown,支,0,27150,0,active,ATECH1FS300V,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
ATECH2CS240,Snap-on 三分 電子扭力扳手 (12–240 in-lb),Snap-on 三分 電子扭力扳手 (12–240 in-lb),Unknown,件,15130,31780,0,active,ATECH2CS240,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH2F125BV,"Snap-on 三分 3/8"" 電子扭力扳手TECHANGLE 活動頭","Snap-on 三分 3/8"" 電子扭力扳手TECHANGLE 活動頭",Unknown,件,16938,25670,0,active,ATECH2F125BV,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 21, 'supplier': ''}"
ATECH2F125VEP,"Snap-on 3/8"" 三分 柔性頭 TechAngle® 扭力扳手","Snap-on 3/8"" 三分 柔性頭 TechAngle® 扭力扳手",Unknown,支,0,29250,0,active,ATECH2F125VEP,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
ATECH2FM100,"Snap-on 3/8"" 三分電子扭力扳手(5–100 ft-lb)","Snap-on 3/8"" 三分電子扭力扳手(5–100 ft-lb)",Unknown,支,0,32950,0,active,ATECH2FM100,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH2FQ125B,"Snap-on 3/8"" 電子扭力扳手 快拆 活動頭 5–125 ft-lb","Snap-on 3/8"" 電子扭力扳手 快拆 活動頭 5–125 ft-lb",Unknown,件,16938,31200,0,active,ATECH2FQ125B,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH2FR125B,"Snap-on 3/8"" 電子扭力扳手 快拆釋放 活動頭 5–125 ft-lb","Snap-on 3/8"" 電子扭力扳手 快拆釋放 活動頭 5–125 ft-lb",Unknown,支,0,32950,0,active,,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH2FS100,"Snap-on 3/8"" TechAngle®扭力扳手(5–100 ft-lb)","Snap-on 3/8"" TechAngle®扭力扳手(5–100 ft-lb)",Unknown,支,0,28100,0,active,ATECH2FS100,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH3F250VR,"Snap-on1/2""可彎TechAngle®扭力扳手12.5–250ft-lb","Snap-on1/2""可彎TechAngle®扭力扳手12.5–250ft-lb",Unknown,支,0,0,0,active,ATECH3F250VR,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH3F300BV,"Snap-on 四分 1/2"" 電子扭力扳手 15–300 ft-lb 活動頭","Snap-on 四分 1/2"" 電子扭力扳手 15–300 ft-lb 活動頭",Unknown,件,17912,27150,0,active,ATECH3F300BV,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
ATECH3FR250B,"Snap-on 1/2"" 電子扭力扳手 活動頭 12.5–250 ft-lb","Snap-on 1/2"" 電子扭力扳手 活動頭 12.5–250 ft-lb",Unknown,件,16938,31400,0,active,ATECH3FR250B,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 10, 'supplier': ''}"
ATECH3FR300B,"Snap-on 1/2"" 電子扭力扳手 活動頭 15–300 ft-lb","Snap-on 1/2"" 電子扭力扳手 活動頭 15–300 ft-lb",Unknown,件,16938,32450,0,active,ATECH3FR300B,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECH3FS250,"Snap-on 1/2"" 四分 活動頭 電子扭力扳手","Snap-on 1/2"" 四分 活動頭 電子扭力扳手",Unknown,支,0,34800,0,active,ATECH3FS250,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
ATECH4RS600,"Snap-on 3/4"" 六分  電子扭力扳手 (30-600 ft-lb)","Snap-on 3/4"" 六分  電子扭力扳手 (30-600 ft-lb)",Unknown,支,0,79500,0,active,ATECH4RS600,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
ATECHFSET01R,"Snap-on 2件式 3/8"" + 1/2"" 活動式電子扭力扳手組","Snap-on 2件式 3/8"" + 1/2"" 活動式電子扭力扳手組",Unknown,套組,0,71150,0,active,ATECHFSET01R,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
ATECHFSET34BV,"Snap-on 2件式 3/8"" + 1/2"" 活動式電子扭力扳手組附泡棉(黑)","Snap-on 2件式 3/8"" + 1/2"" 活動式電子扭力扳手組附泡棉(黑)",Unknown,套組,0,0,0,active,ATECHFSET34BV,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': -2, 'supplier': ''}"
ATECHMS100M,"Snap-on 1/4"" 電子式起子 只有工具 (5–100 in-oz)","Snap-on 1/4"" 電子式起子 只有工具 (5–100 in-oz)",Unknown,支,0,35700,0,active,ATECHMS100M,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECHMS80FK,Snap-on 電子式扭力螺絲起子 4-80 in-lb,Snap-on 電子式扭力螺絲起子 4-80 in-lb,Unknown,支,0,34500,0,active,ATECHMS80FK,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATECHMS80M,"Snap-on 1/4"" 電子式起子 只有工具(4-80 in-lb)","Snap-on 1/4"" 電子式起子 只有工具(4-80 in-lb)",Unknown,支,0,34100,0,active,ATECHMS80M,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATI3581-4PC,"Snap-on 1/4"" 驅動套筒組","Snap-on 1/4"" 驅動套筒組",Unknown,套組,0,0,0,active,ATI3581-4PC,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATI509AP8,ATI 30°插頭連接器鉗,ATI 30°插頭連接器鉗,Unknown,支,0,3300,0,active,ATI509AP8,"{'category': '其他品牌工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
ATSIMM1215,Blue Point 四分 氣動衝擊扳手套組 16件,Blue Point 四分 氣動衝擊扳手套組 16件,Unknown,套組,0,11880,0,active,ATSIMM1215,"{'category': 'Snap-on 電動工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AUXBRACKET,拆胎機輔助腳,拆胎機輔助腳,Unknown,支,800,0,0,active,,"{'category': '工具 特殊優惠', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
AV1000A,Blue-Point 吸塵套組,Blue-Point 吸塵套組,Unknown,套組,0,5450,0,active,AV1000A,"{'category': '美國藍點 工具套組', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AW1015DHK,"Snap-on 15件式 SAE L型六角扳手套組 (.028-3/8"")","Snap-on 15件式 SAE L型六角扳手套組 (.028-3/8"")",Unknown,套組,0,4150,0,active,AW1015DHK,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AW1015DK,"Snap-on 15件式 L型六角扳手組 (.028-3/8"")","Snap-on 15件式 L型六角扳手組 (.028-3/8"")",Unknown,套組,1087,2650,0,active,AW1015DK,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AW2-1-2D,"Snap-on 5/64"" SAE L 型六角扳手","Snap-on 5/64"" SAE L 型六角扳手",Unknown,支,0,0,0,active,AW2-1/2D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AW3-1-2D,"Snap-on 7/64"" SAE L 型六角扳手 AW3-1/2D","Snap-on 7/64"" SAE L 型六角扳手 AW3-1/2D",Unknown,支,0,0,0,active,AW3-1-2D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBCG1600,"Snap-on  8件式 六角球型T桿 (3/32-1/4"")","Snap-on  8件式 六角球型T桿 (3/32-1/4"")",Unknown,套組,2896,3300,0,active,AWBCG1600,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBMCG1600,Snap-on  8件式 六角球型T桿 (2-10mm),Snap-on  8件式 六角球型T桿 (2-10mm),Unknown,套組,2896,3050,0,active,AWBMCG1600,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBMXL2-5,Snap-on L型 特長 六角球形扳手 2.5mm,Snap-on L型 特長 六角球形扳手 2.5mm,Unknown,支,0,200,0,active,AWBMXL2-5,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBMXL3-0,Snap-on L型 特長 六角球形扳手 3mm,Snap-on L型 特長 六角球形扳手 3mm,Unknown,支,0,200,0,active,AWBMXL3-0,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AWBMXL9,Snap-on 9件式 公制 特長 L型球頭六角扳手組 (1.5-10 mm),Snap-on 9件式 公制 特長 L型球頭六角扳手組 (1.5-10 mm),Unknown,套組,0,1850,0,active,AWBMXL9,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 4, 'supplier': ''}"
AWBPH13,"Snap-on 13件式 特長 L型 球型 六角扳手組 (0.05-3/8"")","Snap-on 13件式 特長 L型 球型 六角扳手組 (0.05-3/8"")",Unknown,套組,0,3050,0,active,AWBPH13,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
AWBPH3,Snap-on  12分 六角扳手,Snap-on  12分 六角扳手,Unknown,支,0,200,0,active,,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
AWBS13,"Snap-on 13件式 SAE L型短柄球頭六角扳手0.05–3/8""","Snap-on 13件式 SAE L型短柄球頭六角扳手0.05–3/8""",Unknown,套組,0,2250,0,active,AWBS13,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AWBSGM3A,Snap-on 六角球型T桿 3mm,Snap-on 六角球型T桿 3mm,Unknown,支,0,850,0,active,AWBSGM3A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBSGM4A,Snap-on 六角球型T桿 4mm,Snap-on 六角球型T桿 4mm,Unknown,支,0,850,0,active,AWBSGM4A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBSGM5A,Snap-on 六角球型T桿 5mm,Snap-on 六角球型T桿 5mm,Unknown,支,0,0,0,active,AWBSGM5A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBSGM6A,Snap-on 六角球型T桿 6mm,Snap-on 六角球型T桿 6mm,Unknown,支,402,750,0,active,AWBSGM6A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWBSGM800A,Snap-on 8 件公制 T 型/L 型組合球頭六角扳手組,Snap-on 8 件公制 T 型/L 型組合球頭六角扳手組,Unknown,件,0,5650,0,active,AWBSGM800A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
AWBXL13,"Snap-on 13件式 L型球型六角扳手組 (0.05-3/8"")","Snap-on 13件式 L型球型六角扳手組 (0.05-3/8"")",Unknown,套組,0,2100,0,active,AWBXL13,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWCG1600B,"Snap-on  8件式 六角T桿 (3/32-1/4"")","Snap-on  8件式 六角T桿 (3/32-1/4"")",Unknown,套組,2896,3050,0,active,AWCG1600B,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWEF9K,"Snap-on 9件式 摺疊 6角扳手 (0.05-3/16"")","Snap-on 9件式 摺疊 6角扳手 (0.05-3/16"")",Unknown,件,0,700,0,active,AWEF9K,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
AWEFBH11K,"Snap-on 11件式 SAE 折疊內六角扳手組 (5/64-3/8"")","Snap-on 11件式 SAE 折疊內六角扳手組 (5/64-3/8"")",Unknown,件,0,1850,0,active,AWEFBH11K,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWEFBH9K,Snap-on 9件式SAE折球頭六角扳手套裝,Snap-on 9件式SAE折球頭六角扳手套裝,Unknown,套組,0,1000,0,active,AWEFBH9K,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWL1010DHK,"Snap-on 10件式 英制 長型 L型六角扳手組(3/32–3/8"")","Snap-on 10件式 英制 長型 L型六角扳手組(3/32–3/8"")",Unknown,套組,0,3900,0,active,AWL1010DHK,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWL1010DK,"Snap-on 10件式 英制 長型 L型六角扳手組(3/32–3/8"")","Snap-on 10件式 英制 長型 L型六角扳手組(3/32–3/8"")",Unknown,套組,0,2650,0,active,AWL1010DK,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWM110DHK,Snap-on 11件 L 型六角扳手套裝,Snap-on 11件 L 型六角扳手套裝,Unknown,套組,0,4550,0,active,AWM110DHK,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWM2-1-2D,Snap-on L型六角扳手,Snap-on L型六角扳手,Unknown,個,0,150,0,active,AWM2-1/2D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWM2D,Snap-on 2 mm L 型六角扳手,Snap-on 2 mm L 型六角扳手,Unknown,支,0,0,0,active,AWM2D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWM3D,Snap-on 3 mm L 型六角扳手,Snap-on 3 mm L 型六角扳手,Unknown,支,0,0,0,active,AWM3D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWM4D,Snap-on 4 mm L 型六角扳手,Snap-on 4 mm L 型六角扳手,Unknown,支,0,0,0,active,AWM4D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWM5D,Snap-on 5 mm L 型六角扳手,Snap-on 5 mm L 型六角扳手,Unknown,支,0,0,0,active,AWM5D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWM6D,Snap-on 6 mm L 型六角扳手,Snap-on 6 mm L 型六角扳手,Unknown,支,0,0,0,active,AWM6D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWMBPH2,Snap-on L型球型六角扳手 2mm,Snap-on L型球型六角扳手 2mm,Unknown,支,0,0,0,active,AWMBPH2,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWMBPH5,Snap-on L型球型六角扳手 5mm,Snap-on L型球型六角扳手 5mm,Unknown,支,0,0,0,active,AWMBPH5,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWMBPH9,Snap-on 9件式 L型球型六角扳手組 (1.5-10mm),Snap-on 9件式 L型球型六角扳手組 (1.5-10mm),Unknown,套組,0,2500,0,active,AWMBPH9,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
AWMBS3,Snap-on L型球頭六角扳手 3mm,Snap-on L型球頭六角扳手 3mm,Unknown,支,0,400,0,active,AWMBS3,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AWMBS4,Snap-on 六角扳手 短柄 標準 4mm,Snap-on 六角扳手 短柄 標準 4mm,Unknown,支,108,0,0,active,AWMBS4,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 10, 'supplier': ''}"
AWMBS5,Snap-on L型球頭六角扳手 5mm,Snap-on L型球頭六角扳手 5mm,Unknown,支,0,250,0,active,AWMBS5,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AWMBS6,Snap-on L型球頭六角扳手 6mm,Snap-on L型球頭六角扳手 6mm,Unknown,支,0,300,0,active,AWMBS6,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AWMBS9,Snap-on 9件式 公制 極短 L 型雙球六角扳手組 (1.5-10 mm),Snap-on 9件式 公制 極短 L 型雙球六角扳手組 (1.5-10 mm),Unknown,套組,1087,2200,0,active,AWMBS9,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 4, 'supplier': ''}"
AWMCG1600B,Snap-on  8件式 六角T桿 (2.5-10mm),Snap-on  8件式 六角T桿 (2.5-10mm),Unknown,套組,2896,3050,0,active,AWMCG1600B,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AWMEF10K,Snap-on 10件式 折疊六角扳手套組(1.5-10 mm),Snap-on 10件式 折疊六角扳手套組(1.5-10 mm),Unknown,件,0,1550,0,active,AWMEF10K,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWMEF8K,Snap-on 8pc 摺疊六角扳手 (2-8 mm),Snap-on 8pc 摺疊六角扳手 (2-8 mm),Unknown,個,0,800,0,active,AWMEF8K,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWMG9,Snap-on 9件式 公制 L型六角扳手組 金色 (1.5–10 mm),Snap-on 9件式 公制 L型六角扳手組 金色 (1.5–10 mm),Unknown,套組,0,2000,0,active,AWMG9,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
AWML5D,Snap-on 5mm六角L型扳手,Snap-on 5mm六角L型扳手,Unknown,支,0,2300,0,active,AWML5D,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWMXL10,Snap-on 10 件式 公制 超長 L 型六角扳手組(1.5-10 mm),Snap-on 10 件式 公制 超長 L 型六角扳手組(1.5-10 mm),Unknown,套組,0,2500,0,active,AWMXL10,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWMXL10-5,Snap-on 公制 超長 L 型六角扳手(5 mm),Snap-on 公制 超長 L 型六角扳手(5 mm),Unknown,支,0,2500,0,active,AWMXL10-5,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
AWP120,"Snap-on 12""可調接頭鉗","Snap-on 12""可調接頭鉗",Unknown,支,0,2400,0,active,AWP120,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWP65,"Snap-on 7"" 可調式萬用鉗子","Snap-on 7"" 可調式萬用鉗子",Unknown,支,0,1900,0,active,AWP65,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWPBX10,"Snap-on 10"" 可調式水泵鉗（紅色）","Snap-on 10"" 可調式水泵鉗（紅色）",Unknown,支,0,3150,0,active,AWPBX10,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWS13,Snap-on 13件式 英制 L型六角扳手組,Snap-on 13件式 英制 L型六角扳手組,Unknown,套組,0,2550,0,active,AWS13,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
AWSGM10A,Snap-on 六角T杆扳手 10mm AWSGM10A,Snap-on 六角T杆扳手 10mm AWSGM10A,Unknown,支,0,800,0,active,AWSGM10A,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
AWSGM2-5A,Snap-on 六角T杆扳手 2.5mm AWSGM2.5A,Snap-on 六角T杆扳手 2.5mm AWSGM2.5A,Unknown,支,0,510,0,active,AWSGM2.5A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 11, 'supplier': ''}"
AWSGM2A,Snap-on 六角T杆扳手 2mm,Snap-on 六角T杆扳手 2mm,Unknown,支,0,510,0,active,AWSGM2A,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
AWSGM3A,Snap-on 六角T杆扳手 3mm AWSGM3A,Snap-on 六角T杆扳手 3mm AWSGM3A,Unknown,支,0,575,0,active,AWSGM3A,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 19, 'supplier': ''}"
